Title,Make,Model,Year,Condition,Transmission,Price
Toyota Camry 2013 Red,Toyota,Camry,2013,Foreign Used,Automatic,13000000.0
Toyota Sienna 2020 Gray,Toyota,Sienna,2020,Foreign Used,Automatic,38000000.0
Lexus RX 350 AWD 2013 Black,Lexus,Rx 350,2013,Foreign Used,Automatic,27500000.0
Toyota Matrix 2013 Blue,Toyota,Matrix,2013,Foreign Used,Automatic,12000000.0
Toyota Corolla 2007 Blue,Toyota,Corolla,2007,Local Used,Automatic,4500000.0
Mercedes-Benz C450 2017 Black,Mercedes-Benz,C450,2017,Foreign Used,Automatic,43300000.0
Mercedes-Benz GLA 250 2020 Black,Mercedes-Benz,Gla 250,2020,Foreign Used,Automatic,68000000.0
Mercedes-Benz GLC-Class 2017 Red,Mercedes-Benz,Glc-Class,2017,Local Used,Automatic,36000000.0
Hyundai Genesis 2015 Gray,Hyundai,Genesis,2015,Foreign Used,Automatic,28000000.0
Ford Focus 2008 White,Ford,Focus,2008,Local Used,Automatic,4590000.0
Hyundai Elantra 2015 Blue,Hyundai,Elantra,2015,Foreign Used,Automatic,12000000.0
Lexus GS 2015 Black,Lexus,Gs,2015,Local Used,Automatic,15500000.0
Mercedes-Benz E350 2014 Gray,Mercedes-Benz,E350,2014,Foreign Used,Automatic,23500000.0
Toyota Camry 2012 Gold,Toyota,Camry,2012,Foreign Used,Automatic,13300000.0
Toyota Camry 2012 Silver,Toyota,Camry,2012,Local Used,Automatic,11500000.0
Toyota Avalon 2013 Black,Toyota,Avalon,2013,Local Used,Automatic,14000000.0
Mercedes-Benz C450 2016 Silver,Mercedes-Benz,C450,2016,Foreign Used,Automatic,37500000.0
Mercedes-Benz CLA-Class CLA 250 Sedan 2014 Red,Mercedes-Benz,Cla-Class Cla,2014,Foreign Used,Automatic,23500000.0
BMW 335i 2008 Gold,BMW,335I,2008,Foreign Used,Automatic,17500000.0
Honda Accord 2018 Silver,Honda,Accord,2018,Local Used,Automatic,18000000.0
Mercedes-Benz E350 2014 White,Mercedes-Benz,E350,2014,Local Used,Automatic,16500000.0
Mazda CX-9 2013 White,Mazda,Cx-9,2013,Foreign Used,Automatic,16500000.0
Jeep Wrangler Sahara 2010 Red,Jeep,Wrangler Sahara,2010,Foreign Used,Automatic,30000000.0
Toyota Corolla 2010 Blue,Toyota,Corolla,2010,Foreign Used,Automatic,11500000.0
Mercedes-Benz GLA 250 2015 White,Mercedes-Benz,Gla 250,2015,Foreign Used,Automatic,27800000.0
Volkswagen Passat 1.8 T 2008 Matt Black,Volkswagen,Passat 1,2008,Foreign Used,Manual,7800000.0
Lexus RX 330 2005 Gray,Lexus,Rx 330,2005,Foreign Used,Automatic,12800000.0
Toyota Camry SE 2022 Brown,Toyota,Camry Se,2022,Foreign Used,Automatic,35000000.0
Dodge Challenger SRT Demon RWD 2018 Gray,Dodge,Challenger Srt,2018,Foreign Used,Automatic,48500000.0
Mercedes-Benz C350 C350 BlueEFFICIENCY 4MATIC AWD 2010 Matt Black,Mercedes-Benz,C350 C350,2010,Foreign Used,Automatic,11800000.0
Mini Countryman 2011 Blue,Mini,Countryman,2011,Foreign Used,Automatic,15000000.0
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 Red,Mercedes-Benz,C300 Luxury,2016,Foreign Used,Automatic,22000000.0
Toyota Matrix Hatchback FWD (1.8L 4cyl 5M) 2010 Silver,Toyota,Matrix Hatchback,2010,Foreign Used,Automatic,10800000.0
Mercedes-Benz GLA 250 2017 Black,Mercedes-Benz,Gla 250,2017,Foreign Used,Automatic,28000000.0
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Blue,Mercedes-Benz,Gle-Class Gle,2016,Foreign Used,Automatic,38800000.0
Toyota Highlander Limited 2012 Gray,Toyota,Highlander Limited,2012,Foreign Used,Automatic,21500000.0
Toyota Camry 2012 Silver,Toyota,Camry,2012,Foreign Used,Automatic,14500000.0
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Green,Toyota,Camry Xle,2010,Foreign Used,Automatic,11800000.0
Toyota Venza V6 AWD 2012 Green,Toyota,Venza V6,2012,Foreign Used,Automatic,22000000.0
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,Foreign Used,Automatic,28500000.0
Toyota Camry XLE V6 (3.5L V6 8A) 2019 Gray,Toyota,Camry Xle,2019,Foreign Used,Automatic,35400000.0
Lexus RX 350 FWD 2013 Black,Lexus,Rx 350,2013,Foreign Used,Automatic,23000000.0
Mazda MPV LX 2004 Gray,Mazda,Mpv Lx,2004,Local Used,Automatic,5000000.0
Toyota RAV4 XLE AWD 2020 Gray,Toyota,Rav4 Xle,2020,Foreign Used,Automatic,40000000.0
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 Black,Acura,Mdx Suv,2008,Foreign Used,Automatic,9800000.0
Hyundai Veloster Automatic 2012 Red,Hyundai,Veloster Automatic,2012,Local Used,Automatic,6500000.0
Toyota Venza 2013 Gray,Toyota,Venza,2013,Foreign Used,Automatic,18000000.0
Toyota Corolla S 2007 Red,Toyota,Corolla S,2007,Foreign Used,Automatic,9000000.0
Lexus LS 460 2010 Silver,Lexus,Ls 460,2010,Local Used,Automatic,19500000.0
Hyundai Sonata 2017 Silver,Hyundai,Sonata,2017,Foreign Used,Automatic,15000000.0
Toyota RAV4 2023 Green,Toyota,Rav4,2023,Foreign Used,Automatic,45000000.0
Toyota RAV4 XLE 2021 Black,Toyota,Rav4 Xle,2021,Foreign Used,Automatic,35000000.0
Toyota Highlander 2013 Black,Toyota,Highlander,2013,Foreign Used,Automatic,22000000.0
BMW X2 2018 Gold,BMW,X2,2018,Foreign Used,Automatic,42000000.0
Mercedes-Benz M Class ML 350 4Matic 2013 White,Mercedes-Benz,M Class,2013,Local Used,Automatic,17500000.0
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2016 Black,Toyota,Rav4 Xle,2016,Foreign Used,Automatic,28500000.0
Toyota Land Cruiser Prado SV Premium 2015 Red,Toyota,Land Cruiser,2015,Foreign Used,Automatic,55000000.0
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 White,Toyota,Highlander Xle,2016,Foreign Used,Automatic,33000000.0
Lexus RX 350 2011 Black,Lexus,Rx 350,2011,Foreign Used,Automatic,21000000.0
Lexus RX 350 2013 Brown,Lexus,Rx 350,2013,Foreign Used,Automatic,26000000.0
Toyota Yaris 2018 Gray,Toyota,Yaris,2018,Foreign Used,Automatic,18500000.0
Honda Ridgeline 2007 Red,Honda,Ridgeline,2007,Foreign Used,Automatic,11000000.0
Toyota 4-Runner SR5 4x4 Premium 2018 White,Toyota,4-Runner Sr5,2018,Foreign Used,Automatic,68000000.0
Lexus GX 460 2012 Gold,Lexus,Gx 460,2012,Foreign Used,Automatic,35000000.0
Toyota 4-Runner Limited 4dr 4x4 (4.0L 6cyl 5A) 2016 Gray,Toyota,4-Runner Limited,2016,Foreign Used,Automatic,50000000.0
Toyota Yaris 2009 Red,Toyota,Yaris,2009,Foreign Used,Automatic,8800000.0
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,Toyota,Camry Le,2009,Foreign Used,Automatic,8800000.0
Lexus RX 350 AWD 2015 Brown,Lexus,Rx 350,2015,Foreign Used,Automatic,25000000.0
Lexus RX 350 F Sport AWD 2015 White,Lexus,Rx 350,2015,Foreign Used,Automatic,27500000.0
Toyota Tundra 2020 Black,Toyota,Tundra,2020,Foreign Used,Automatic,37000000.0
Toyota Camry 2011 Red,Toyota,Camry,2011,Foreign Used,Automatic,10000000.0
Toyota Corolla 2010 Gray,Toyota,Corolla,2010,Foreign Used,Automatic,10500000.0
Toyota Venza 2013 White,Toyota,Venza,2013,Foreign Used,Automatic,18000000.0
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2012 Black,Acura,Mdx Suv,2012,Foreign Used,Automatic,12500000.0
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2009 White,Acura,Mdx Suv,2009,Foreign Used,Automatic,9850000.0
Toyota Corolla 2008 Silver,Toyota,Corolla,2008,Foreign Used,Automatic,9000000.0
Toyota Sienna 2006 Silver,Toyota,Sienna,2006,Foreign Used,Automatic,10500000.0
Toyota Venza V6 2010 Blue,Toyota,Venza V6,2010,Local Used,Automatic,13500000.0
Mercedes-Benz GLK-Class 2010 Blue,Mercedes-Benz,Glk-Class,2010,Local Used,Automatic,12000000.0
Hyundai Elantra 2015 Silver,Hyundai,Elantra,2015,Foreign Used,Automatic,14500000.0
Honda Accord Sport 4dr Sedan (2.4L 4cyl 6M) 2014 Black,Honda,Accord Sport,2014,Foreign Used,Automatic,14500000.0
Toyota Corolla 2011 Blue,Toyota,Corolla,2011,Foreign Used,Automatic,12200000.0
Hyundai Sonata 2012 Black,Hyundai,Sonata,2012,Foreign Used,Automatic,10500000.0
Honda CR-V 2020 Gray,Honda,Cr-V,2020,Foreign Used,Automatic,35000000.0
Toyota Land Cruiser 4.5 V8 VXR 2007 Green,Toyota,Land Cruiser,2007,Foreign Used,Automatic,26000000.0
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2011 Green,Toyota,Camry Xle,2011,Foreign Used,Automatic,12300000.0
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2012 Blue,Toyota,Corolla S,2012,Foreign Used,Automatic,13700000.0
Mercedes-Benz E300 2013 Red,Mercedes-Benz,E300,2013,Foreign Used,Automatic,14000000.0
Lexus NX 200t FWD 2017 Red,Lexus,Nx 200T,2017,Foreign Used,Automatic,45000000.0
Mercedes-Benz GL-Class 2014 White,Mercedes-Benz,Gl-Class,2014,Foreign Used,Automatic,53000000.0
BMW X1 xDrive28i AWD 2016 Silver,BMW,X1 Xdrive28I,2016,Foreign Used,Automatic,30000000.0
Ford Fusion Sport AWD 2017 Black,Ford,Fusion Sport,2017,Foreign Used,Automatic,17500000.0
Acura MDX Technology Package AWD (3.7 6cyl 5A) 2008 Green,Acura,Mdx Technology,2008,Foreign Used,Automatic,10000000.0
Hyundai Tucson Limited FWD 2011 Silver,Hyundai,Tucson Limited,2011,Foreign Used,Automatic,14500000.0
Toyota Yaris 2008 Black,Toyota,Yaris,2008,Foreign Used,Automatic,9500000.0
Toyota Avalon Limited Sedan FWD (3.5L 6cyl 6A) 2012 Black,Toyota,Avalon Limited,2012,Foreign Used,Automatic,12500000.0
Toyota Corolla LE 2021 Silver,Toyota,Corolla Le,2021,Foreign Used,Automatic,28000000.0
Ford Escape SE 4x4 2016 Brown,Ford,Escape Se,2016,Foreign Used,Automatic,19000000.0
Ford Edge Sport 4dr 4x4 (3.7L 6cyl 6A) 2011 Black,Ford,Edge Sport,2011,Foreign Used,Automatic,12000000.0
Toyota FJ Cruiser 4x4 Automatic 2012 White,Toyota,Fj Cruiser,2012,Foreign Used,Automatic,33000000.0
Toyota 4-Runner Limited V6 4x4 2005 Gold,Toyota,4-Runner Limited,2005,Foreign Used,Automatic,13800000.0
Lexus GX 2013 Black,Lexus,Gx,2013,Foreign Used,Automatic,35000000.0
Lexus RX 2012 Gray,Lexus,Rx,2012,Foreign Used,Automatic,19000000.0
Toyota Corolla 2010 Gray,Toyota,Corolla,2010,Foreign Used,Automatic,12000000.0
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2009 Black,Acura,Mdx Suv,2009,Foreign Used,Automatic,10500000.0
Lexus RX 350 AWD 2013 Gray,Lexus,Rx 350,2013,Foreign Used,Automatic,27500000.0
Toyota RAV4 3.5 Limited 4x4 2010 White,Toyota,Rav4 3,2010,Foreign Used,Automatic,11500000.0
Toyota Venza 2013 Red,Toyota,Venza,2013,Foreign Used,Automatic,17000000.0
Peugeot 508 2016 Black,Peugeot,508,2016,Local Used,Automatic,11500000.0
Toyota Corolla LE (1.8L 4cyl 2A) 2018 Black,Toyota,Corolla Le,2018,Foreign Used,Automatic,17500000.0
Hyundai Elantra 2016 Maroon,Hyundai,Elantra,2016,Foreign Used,Automatic,13500000.0
Land Rover Range Rover 2018 White,Land,Rover Range,2018,Local Used,Automatic,67000000.0
Mercedes-Benz GL-Class GL63 AMG 4dr SUV AWD (5.5L 8cyl Turbo 7A) 2015,Mercedes-Benz,Gl-Class Gl63,2015,Local Used,Automatic,62000000.0
Honda Accord 2013 Black,Honda,Accord,2013,Foreign Used,Automatic,16000000.0
Honda Accord 2015 Gray,Honda,Accord,2015,Foreign Used,Automatic,16000000.0
Honda Pilot 2009 Blue,Honda,Pilot,2009,Foreign Used,Automatic,12800000.0
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gray,Toyota,Camry Xle,2010,Foreign Used,Automatic,12500000.0
Lexus GX 460 Luxury 2015 Black,Lexus,Gx 460,2015,Foreign Used,Automatic,52000000.0
Toyota RAV4 Adventure AWD 2020 Black,Toyota,Rav4 Adventure,2020,Foreign Used,Automatic,45000000.0
Toyota RAV4 XLE Premium AWD 2019 Burgundy,Toyota,Rav4 Xle,2019,Foreign Used,Automatic,37000000.0
Lexus RX 350 2011 Black,Lexus,Rx 350,2011,Foreign Used,Automatic,19800000.0
Toyota 4-Runner Limited 4x4 V6 2007 Blue,Toyota,4-Runner Limited,2007,Foreign Used,Automatic,15500000.0
Toyota Yaris 2017 Gray,Toyota,Yaris,2017,Foreign Used,Automatic,18500000.0
Toyota Camry 2017 Brown,Toyota,Camry,2017,Foreign Used,Automatic,19800000.0
Toyota Highlander Limited 3.5l 4WD 2013 Gray,Toyota,Highlander Limited,2013,Foreign Used,Automatic,22000000.0
Toyota Hilux SR5 4x4 2017 Gray,Toyota,Hilux Sr5,2017,Foreign Used,Automatic,63000000.0
Toyota Land Cruiser 2004 Gray,Toyota,Land Cruiser,2004,Foreign Used,Automatic,18800000.0
Mercedes-Benz C300 Base C300 AWD 4MATIC Sedan 2019 Silver,Mercedes-Benz,C300 Base,2019,Foreign Used,Automatic,33000000.0
Ford Edge 2015 White,Ford,Edge,2015,Foreign Used,Automatic,19800000.0
Acura MDX w/Technology Pkg SH-AWD 2017 Gray,Acura,Mdx W,2017,Foreign Used,Automatic,17000000.0
Mazda CX-9 Touring FWD 2017 Red,Mazda,Cx-9 Touring,2017,Foreign Used,Automatic,29000000.0
Toyota Corolla LE Eco 4dr Sedan (1.8L 4cyl CVT) 2015 Brown,Toyota,Corolla Le,2015,Foreign Used,Automatic,15500000.0
Lexus GX 460 Luxury 2015 White,Lexus,Gx 460,2015,Foreign Used,Automatic,54000000.0
Pontiac Vibe 2009 Red,Pontiac,Vibe,2009,Foreign Used,Automatic,12000000.0
Lexus LX 570 AWD 2015 Black,Lexus,Lx 570,2015,Foreign Used,Automatic,58000000.0
Toyota Highlander V6 2006 Gold,Toyota,Highlander V6,2006,Foreign Used,Automatic,12000000.0
Acura MDX SH-AWD w/Technology Package 4dr SUV AWD (3.5L 6cyl 6A) 2015,Acura,Mdx Sh-Awd,2015,Foreign Used,Automatic,14500000.0
Toyota Tacoma 2009 Blue,Toyota,Tacoma,2009,Foreign Used,Automatic,21500000.0
Toyota Corolla LE 2007 Gray,Toyota,Corolla Le,2007,Foreign Used,Automatic,8500000.0
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2016 Black,Toyota,Rav4 Xle,2016,Foreign Used,Automatic,24000000.0
Lexus RX 350 2010 Black,Lexus,Rx 350,2010,Foreign Used,Automatic,20000000.0
Toyota 4-Runner Limited 4dr 4x4 (4.0L 6cyl 5A) 2016 Black,Toyota,4-Runner Limited,2016,Foreign Used,Automatic,45000000.0
Honda Accord 2012 Black,Honda,Accord,2012,Foreign Used,Automatic,11000000.0
Tesla Model S 2018 Gray,Tesla,Model S,2018,Foreign Used,Automatic,58000000.0
Honda Accord 2013 Black,Honda,Accord,2013,Foreign Used,Automatic,15000000.0
Toyota Camry XSE FWD 2020 Gray,Toyota,Camry Xse,2020,Foreign Used,Automatic,35000000.0
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,Gle-Class,2016,Local Used,Automatic,58000000.0
Mercedes-Benz GLK-Class 2014 Red,Mercedes-Benz,Glk-Class,2014,Local Used,Automatic,16000000.0
Hyundai Sonata 2016 Brown,Hyundai,Sonata,2016,Foreign Used,Automatic,16500000.0
Toyota Land Cruiser 2014 Black,Toyota,Land Cruiser,2014,Local Used,Automatic,44000000.0
Honda Civic 2014 Maroon,Honda,Civic,2014,Foreign Used,Automatic,12500000.0
Lexus IS 2018 Black,Lexus,Is,2018,Foreign Used,Automatic,26500000.0
Honda Civic 2013 Black,Honda,Civic,2013,Foreign Used,Automatic,14000000.0
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Red,Toyota,Camry Xse,2019,Foreign Used,Automatic,26000000.0
Mercedes-Benz C300 2016 Black,Mercedes-Benz,C300,2016,Foreign Used,Automatic,20500000.0
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Gray,Toyota,Camry Xse,2019,Local Used,Automatic,25000000.0
Toyota Camry XSE FWD (2.5L 4cyl 8AM) 2018 Black,Toyota,Camry Xse,2018,Foreign Used,Automatic,29000000.0
Mini Countryman Cooper S AWD ALL4 2016 Gray,Mini,Countryman Cooper,2016,Foreign Used,Automatic,13500000.0
Lexus RX 2015 Black,Lexus,Rx,2015,Local Used,Automatic,19500000.0
Toyota Corolla 2017 Brown,Toyota,Corolla,2017,Foreign Used,Automatic,15800000.0
Toyota Tacoma TRD Off Road 2018 Off white,Toyota,Tacoma Trd,2018,Foreign Used,Automatic,42000000.0
Toyota RAV4 3.5 Limited 4x4 2012 Brown,Toyota,Rav4 3,2012,Foreign Used,Automatic,15800000.0
Toyota Tundra 2018 Black,Toyota,Tundra,2018,Foreign Used,Automatic,65000000.0
Toyota Avensis 2014 Silver,Toyota,Avensis,2014,Foreign Used,Automatic,15000000.0
Toyota C-HR 2020 Beige,Toyota,C-Hr,2020,Foreign Used,Automatic,33000000.0
Mercedes-Benz M Class 2014 Silver,Mercedes-Benz,M Class,2014,Foreign Used,Automatic,28000000.0
Toyota Matrix 2010 Blue,Toyota,Matrix,2010,Foreign Used,Automatic,11500000.0
Toyota Camry SE 2021 Black,Toyota,Camry Se,2021,Foreign Used,Automatic,35000000.0
Toyota RAV4 XLE AWD 2020 Blue,Toyota,Rav4 Xle,2020,Foreign Used,Automatic,43000000.0
Toyota Corolla 2013 Blue,Toyota,Corolla,2013,Foreign Used,Automatic,13900000.0
Mercedes-Benz CLA-Class CLA 250 Sedan 2014 Black,Mercedes-Benz,Cla-Class Cla,2014,Foreign Used,Automatic,23500000.0
Toyota Sienna 2017 White,Toyota,Sienna,2017,Foreign Used,Automatic,38500000.0
BMW X3 2013 Black,BMW,X3,2013,Foreign Used,Automatic,14500000.0
Toyota Tacoma V6 4dr Access Cab 4WD 6.1 ft. SB (4.0L 6cyl 5A) 2015 Blue,Toyota,Tacoma V6,2015,Foreign Used,Automatic,24800000.0
Lexus RX 330 4WD 2005 White,Lexus,Rx 330,2005,Foreign Used,Automatic,12800000.0
Honda Odyssey 2006 Gray,Honda,Odyssey,2006,Foreign Used,Automatic,9500000.0
Mercedes-Benz GLS-Class GLS450 4Matic 2017 Blue,Mercedes-Benz,Gls-Class Gls450,2017,Foreign Used,Automatic,56000000.0
Toyota Corolla 2017 Red,Toyota,Corolla,2017,Foreign Used,Automatic,19500000.0
Toyota RAV4 3.5 Limited 4x4 2012 Burgundy,Toyota,Rav4 3,2012,Foreign Used,Automatic,15800000.0
Toyota RAV4 XLE AWD 2020 White,Toyota,Rav4 Xle,2020,Foreign Used,Automatic,40000000.0
Toyota Corolla 2011 Silver,Toyota,Corolla,2011,Foreign Used,Automatic,12800000.0
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 Black,Mercedes-Benz,Gle-Class Gle,2017,Foreign Used,Automatic,43000000.0
Toyota Tundra 2017 Black,Toyota,Tundra,2017,Foreign Used,Automatic,48000000.0
Lexus GX 460 Luxury 2014 Gray,Lexus,Gx 460,2014,Foreign Used,Automatic,47500000.0
Toyota Corolla S 2005 Silver,Toyota,Corolla S,2005,Foreign Used,Automatic,8300000.0
Lexus RX 350 AWD 2016,Lexus,Rx 350,2016,Foreign Used,Automatic,38000000.0
Toyota Corolla S 2006 Silver,Toyota,Corolla S,2006,Foreign Used,Automatic,9000000.0
Toyota Sienna 2005 Gray,Toyota,Sienna,2005,Foreign Used,Automatic,10000000.0
Lexus ES 350 FWD 2018 Gray,Lexus,Es 350,2018,Foreign Used,Automatic,29800000.0
Lexus IS 2015 Gray,Lexus,Is,2015,Foreign Used,Automatic,14500000.0
Mercedes-Benz GLK-Class 2011 Black,Mercedes-Benz,Glk-Class,2011,Local Used,Automatic,11000000.0
Lexus GS 430 2005 Silver,Lexus,Gs 430,2005,Local Used,Automatic,9200000.0
Toyota Venza XLE 2021 Red,Toyota,Venza Xle,2021,Foreign Used,Automatic,58500000.0
Toyota Venza 2013 Gray,Toyota,Venza,2013,Local Used,Automatic,12000000.0
Toyota Avalon 2015 Black,Toyota,Avalon,2015,Foreign Used,Automatic,19500000.0
Honda Accord 2014 Silver,Honda,Accord,2014,Foreign Used,Automatic,15000000.0
Honda Accord 2016 Black,Honda,Accord,2016,Local Used,Automatic,12500000.0
Mercedes-Benz E300 2017 White,Mercedes-Benz,E300,2017,Local Used,Automatic,21000000.0
Mercedes-Benz E350 2012 White,Mercedes-Benz,E350,2012,Local Used,Automatic,11500000.0
Toyota Camry 2008 White,Toyota,Camry,2008,Foreign Used,Automatic,13000000.0
Mercedes-Benz GLA 250 2016 Brown,Mercedes-Benz,Gla 250,2016,Foreign Used,Automatic,22500000.0
Lexus ES 350 2012 Black,Lexus,Es 350,2012,Local Used,Automatic,10500000.0
Toyota Corolla 2022 Gold,Toyota,Corolla,2022,Foreign Used,Automatic,35000000.0
Mini Countryman Cooper S AWD ALL4 2016 Blue,Mini,Countryman Cooper,2016,Foreign Used,Automatic,26000000.0
Hyundai Tucson 2013 White,Hyundai,Tucson,2013,Foreign Used,Automatic,16500000.0
Lexus ES 350 F Sport 2020 Silver,Lexus,Es 350,2020,Foreign Used,Automatic,58500000.0
Toyota Avensis Verso 2.0 Petrol 2008 Black,Toyota,Avensis Verso,2008,Foreign Used,Manual,15000000.0
Toyota Camry 2016 Matt Black,Toyota,Camry,2016,Foreign Used,Automatic,21800000.0
Toyota Tundra 2019 Brown,Toyota,Tundra,2019,Foreign Used,Automatic,55000000.0
Hyundai Santa Fe Limited 2.0T AWD 2020 Gray,Hyundai,Santa Fe,2020,Foreign Used,Automatic,32000000.0
Toyota Highlander Limited Platinum 4dr SUV AWD (3.5L 6cyl 6A) 2015,Toyota,Highlander Limited,2015,Foreign Used,Automatic,32000000.0
Lexus RX 350 2018 White,Lexus,Rx 350,2018,Foreign Used,Automatic,65000000.0
Toyota 4-Runner Limited 4x4 V6 2009 Black,Toyota,4-Runner Limited,2009,Foreign Used,Automatic,19000000.0
Toyota Hilux SR5 4x4 2015 White,Toyota,Hilux Sr5,2015,Foreign Used,Automatic,42000000.0
Toyota Corolla LE ECO w/Package 1 4dr Sedan (1.8L 4cyl CVT) 2017 Pearl,Toyota,Corolla Le,2017,Foreign Used,Automatic,18000000.0
Toyota Tacoma TRD Off Road 2019 Silver,Toyota,Tacoma Trd,2019,Foreign Used,Automatic,45000000.0
Toyota Corolla 2013 Red,Toyota,Corolla,2013,Foreign Used,Automatic,12500000.0
Lexus RX 350 FWD 2012 Brown,Lexus,Rx 350,2012,Foreign Used,Automatic,25000000.0
Lexus RX 330 2005 Gold,Lexus,Rx 330,2005,Foreign Used,Automatic,14500000.0
Lexus GX 470 2007 Gray,Lexus,Gx 470,2007,Foreign Used,Automatic,17000000.0
Toyota Highlander Limited 2009 Gold,Toyota,Highlander Limited,2009,Foreign Used,Automatic,17500000.0
Toyota Camry 2008 Green,Toyota,Camry,2008,Foreign Used,Automatic,10800000.0
Toyota Corolla LE 2020 Matt Black,Toyota,Corolla Le,2020,Foreign Used,Automatic,25000000.0
Hyundai Elantra ECO 2018 White,Hyundai,Elantra Eco,2018,Foreign Used,Automatic,15800000.0
Mercedes-Benz M Class ML 350 4Matic 2011 Black,Mercedes-Benz,M Class,2011,Foreign Used,Automatic,16500000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2010 Gray,Acura,Mdx Advance,2010,Foreign Used,Automatic,11800000.0
Hyundai Tucson Limited AWD 2015 Red,Hyundai,Tucson Limited,2015,Foreign Used,Automatic,27000000.0
Toyota Avensis Wagon 2005,Toyota,Avensis Wagon,2005,Foreign Used,Automatic,8800000.0
Lexus RX 350 FWD 2018 Silver,Lexus,Rx 350,2018,Foreign Used,Automatic,48000000.0
Toyota 4-Runner Limited 4x4 V6 2009 Gray,Toyota,4-Runner Limited,2009,Foreign Used,Automatic,15800000.0
Mercedes-Benz GLC-Class 2018 Burgundy,Mercedes-Benz,Glc-Class,2018,Foreign Used,Automatic,36700000.0
Hyundai Sonata Limited 2.0T 4dr Sedan (2.0L 4cyl Turbo 6A) 2015 Black,Hyundai,Sonata Limited,2015,Foreign Used,Automatic,13500000.0
Acura MDX 2012 White,Acura,Mdx,2012,Foreign Used,Automatic,12500000.0
Mercedes-Benz GL-Class 450 2016 White,Mercedes-Benz,Gl-Class 450,2016,Foreign Used,Automatic,37000000.0
Toyota Camry 2006 Silver,Toyota,Camry,2006,Foreign Used,Automatic,8000000.0
Toyota Camry 2008 Gray,Toyota,Camry,2008,Foreign Used,Automatic,9500000.0
Toyota Camry 2008 Black,Toyota,Camry,2008,Foreign Used,Automatic,9500000.0
Acura MDX 2015 Gray,Acura,Mdx,2015,Foreign Used,Automatic,19500000.0
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Gray,Mercedes-Benz,Gle-Class Amg,2017,Local Used,Automatic,47000000.0
Honda Accord 2019 Gray,Honda,Accord,2019,Foreign Used,Automatic,22000000.0
Mercedes-Benz GLE-Class GLE 350 2017 Black,Mercedes-Benz,Gle-Class Gle,2017,Foreign Used,Automatic,35000000.0
Hyundai Elantra Sport 4dr Sedan (2.0L 4cyl 6A) 2015 Black,Hyundai,Elantra Sport,2015,Local Used,Automatic,12000000.0
Mercedes-Benz E350 2010 Silver,Mercedes-Benz,E350,2010,Local Used,Automatic,12000000.0
Toyota Venza LE 4dr Wagon AWD (2.7L 4cyl 6A) 2015 Gray,Toyota,Venza Le,2015,Foreign Used,Automatic,20000000.0
Toyota Highlander 2016 Black,Toyota,Highlander,2016,Foreign Used,Automatic,32500000.0
Lexus IS 2011 Red,Lexus,Is,2011,Local Used,Automatic,11000000.0
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2013 Maroon,Toyota,Avalon Xle,2013,Foreign Used,Automatic,18500000.0
Honda Accord 2019 Blue,Honda,Accord,2019,Foreign Used,Automatic,22500000.0
Nissan Frontier XE 4x2 King Cab 116.1 in. WB 2003 White,Nissan,Frontier Xe,2003,Foreign Used,Manual,21000000.0
Toyota Venza Limited 2021 Red,Toyota,Venza Limited,2021,Foreign Used,Automatic,65000000.0
Toyota Sequoia Platinum 4dr SUV 4WD (5.7L 8cyl 6A) 2016 Black,Toyota,Sequoia Platinum,2016,Foreign Used,Automatic,31000000.0
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2012 Red,Toyota,Camry Xle,2012,Foreign Used,Automatic,15800000.0
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2013 Silver,Toyota,Camry Xle,2013,Foreign Used,Automatic,14000000.0
Toyota Venza Limited 2011 Brown,Toyota,Venza Limited,2011,Foreign Used,Automatic,17500000.0
